O,C,H,L,V
212.7788308236573,213.49243247837083,213.60927900986673,212.15366162937164,11259235
213.51157396171362,213.78514511500282,214.28340508211008,213.1891800997425,7810716
210.05303290947467,217.82988664076575,218.3476905990431,207.29791155468826,42524626
217.82988664076575,216.3313649074198,218.29883807496654,214.69373945049796,20993815
216.35462091521944,213.9903048453481,216.89196886466686,213.50180941997723,14187266
214.0098488365182,216.11204286463246,216.2080782506871,213.87307071372223,9992065
216.1396817354405,214.99660422899632,216.23738678359356,214.49834426188906,9025849
215.00638367843,214.56624882312454,215.61044357332833,214.30294907328016,9002380
214.57650531887208,214.93672000891223,215.03569221133648,214.17593549222062,6255499
209.9162547866787,208.2846818548637,210.60014540065848,207.45912339337113,33528396
208.2846818548637,208.431224519396,209.69155106516337,207.5128507344672,16311761
208.431224519396,209.15909284043278,209.50592041829086,207.6203203243567,12590912
209.17374710688603,207.90374546556615,209.32028977141835,207.52271963008477,10378676
207.8938765699486,208.96857246884343,208.98811646001352,207.13182489898583,10398732
208.94902847767335,209.19816591507563,210.22888410691348,208.79272127140464,9849975
209.21282018152888,210.5806014094884,210.70761499054797,209.14443857397956,7007435
211.88978047933227,209.3691422954949,212.44665751225247,208.646163699175,27637121
209.4668324359507,207.10251636607936,209.59375657082643,205.65657408113682,21847359
207.11229581551305,205.79335220393278,207.79618642949282,204.68934777213147,14509820
205.80663496223372,204.4646440506161,206.07667299126106,203.9370755506024,11509719
204.44510005944602,206.7019614471252,206.81919557875108,204.4060269848032,9706704
206.72149053059798,206.73126998003167,207.0634432914365,205.324400769732,11150328
206.74103452176806,206.92666516864054,207.12206035724944,205.97898285080527,6820931
205.15831411402957,205.18762264693603,208.2846818548637,204.0933827568711,29389487
205.1681830096471,204.53362196605772,205.7835876621964,203.39972760115498,17953701
204.52326111642904,204.48408368790504,204.65819068475886,202.78421859472454,12621094
204.48418804178618,205.81289619510287,205.8812778026522,204.01073448299854,10248404
205.82266073683925,206.7117259888616,207.10251636607936,205.39278237728132,9433263
206.70243849343905,206.7313594262155,207.92320001055236,205.8429799282693,12373451
206.75079906350445,207.28814701295187,207.37607261167125,205.96921830906888,6739589
207.36630806993486,207.8199194836063,212.788610273091,205.27554824565544,35280778
207.8157304206629,204.38658734751425,207.84444264567705,203.9468400923388,23286715
204.41823638889798,205.30974650327875,205.6858826140433,203.79051797837275,11817756
205.33974079026137,203.01870176567357,205.55886903298372,202.84283566053747,11203065
203.02505244472655,202.17359931301095,204.38599103962196,201.52390695665449,13117201
202.1687095882941,204.5962492024464,204.83590534436112,201.83653627688926,11640452
204.61442168546418,203.9468400923388,204.7577442873781,203.81006196954283,7417726
206.43816974326967,206.39732265264723,210.68807099937789,205.73570413844482,36119303
206.3990817609295,204.90917667662728,206.9755176927171,204.62105561076598,17756881
204.90917667662728,203.97614862524523,205.34392985320477,203.66351930501048,12002644
203.95660463407515,203.52674118221452,204.77728827854818,203.46810920870428,9964318
203.5365057239509,203.8735687600726,204.47431914616865,202.9714145498143,11331526
203.71235692138973,204.33763046955656,204.8456698860975,203.5462702656873,8826781
204.3425201942734,204.31810138608378,204.4254666220921,203.48765319987436,6464794
207.00482622562356,205.19738718867242,207.83525950413568,203.76120944546628,30117905
205.26578370391906,206.19392203058425,207.59101179145023,205.14853466459587,16282836
206.20368657232063,206.83629470756273,206.85826865339394,205.16807865576595,11432940
206.84850411165755,205.98874739254165,206.94522525178834,205.17784319750234,10320631
206.02773102100068,203.6537398555768,206.21346602175433,203.33133108590835,12912991
203.63683452683014,202.34457569343022,204.58187818224198,202.14918050482132,13465828
202.3641196846003,202.9796137833334,203.52674118221452,202.01240238202536,9367148
184.65127079018936,182.83406721150183,188.55923419315633,181.72029823796413,70997069
182.81941294504858,182.08178008227543,183.07831492418725,180.7433073872224,26437743
182.08178008227543,176.76694746900878,182.14039714808837,176.69856586145946,26063674
176.76694746900878,177.75371776918422,177.89049589198018,175.9169701993266,23519514
177.73417377801414,177.40689019132614,178.47668145780685,176.06352777155627,17372669
177.4215444577794,178.05735774794258,179.26805656937339,177.03073917286432,17006951
178.07612653885266,178.35944732618097,178.9749563326114,178.02727401477614,11003488
181.23180281259326,179.6099944225146,182.4823499089269,178.301217860498,39118435
179.62084722615444,179.80343670277622,181.3881249265593,179.30712964401624,16907810
179.8151690605572,179.86889640165327,180.9191585846612,179.62953841368468,10872421
179.867137293371,179.2582771199397,179.98125571625962,178.49622544897693,10801008
179.26814601555722,178.08599543447022,179.40483469216935,177.91003988315026,8946872
178.10543507175913,178.4278438414276,179.1605869794839,177.92956896662304,10014292
178.42773948754643,179.0139399610704,179.2485125782033,178.40829985025752,7488537
181.35881639365283,181.01686363281428,182.58005495708,179.4439077668122,30072189
181.0070990910779,185.496373242852,186.50754744351974,180.75307192895878,28532747
185.5207920510416,183.36163571151556,186.20468266502138,183.30301864570262,17491021
183.3443427826389,183.11182742773443,184.6219622572829,182.89268427731477,12171668
183.1271674482638,184.68283038538925,185.1291221196827,183.07831492418725,9023655
184.69034386483222,186.80064768028174,186.8299562131882,183.9576007267759,12615585
186.78110368911166,186.57662971284253,187.07420392587363,185.54042548839556,8962212
190.83562466430826,190.31664299794363,191.01147586174707,187.7678739892871,35160197
190.3275852477673,188.82409925121797,191.84123829388034,188.18797289941133,20099962
188.83279043874822,187.23071983990465,189.92701542111584,186.97651378541784,14135090
187.2109820486696,187.66529412411444,187.80694706392995,186.22422665619146,11681428
187.6799483905677,187.4388163866195,187.97303371963235,186.7420306144688,9837273
187.4487896361182,187.5626993512445,187.91441665381942,187.03513085123078,6735741
187.5724788006782,187.18167351576312,187.85579958800648,187.17190897402673,5126552
182.692399363989,184.387195840085,185.9897434852424,181.56974540285609,25540005
184.36795000286108,186.14606559920844,186.94720525251137,184.25344397984247,14153400
186.14606559920844,186.44180449839385,186.6345610245793,185.1788392902031,7848447
186.4391658359704,186.92620030700516,187.43570067788224,185.9995229346761,8919731
186.91779236572376,185.26189007190294,187.81672651336365,185.11045768265376,11193589
185.2570003471861,184.85634107435078,189.5069165109916,184.17253990655487,19831156
184.84666597879826,182.91222826848485,184.98579951776878,182.82430266976544,10186033
184.1627753648185,183.2688352957766,185.51102750930522,182.58981949881638,24167624
183.27576737502457,180.83133733982294,183.61566287363468,180.03987278207254,19631385
180.8410124353755,182.4236284892328,182.84383175323822,180.64560233906928,11545095
182.3944243102075,182.88487264392566,183.70358847235408,181.7496067708706,9528142
182.89122332297862,183.28201370019642,183.8892191192266,182.59958404055277,8379575
183.27371011279615,183.97714471794598,184.6219622572829,182.81452322033175,9028017
183.97714471794598,184.45587560158046,184.67081478135944,183.79679139592034,6020525
180.7433073872224,179.47321629971867,182.5309042790573,178.1249790629292,30650463
179.47321629971867,179.18989551239036,179.85424213520005,178.21290466164862,16019695
179.19966005412675,178.84794275155184,179.73690364969303,178.3301387932745,10534957
178.86748674272192,181.0070990910779,181.11456868096738,177.81233483499716,15549902
181.02662817455067,183.52890007530524,184.348406011691,180.50882421627333,15300264
183.54541780392194,183.92829219386942,184.03576178375891,182.88291973557838,11845053
183.92829219386942,183.5081932837452,184.03576178375891,183.39095915211934,6809450
180.01056424916607,174.80828475057075,180.069181314979,174.61757057891643,33863217
174.8129657675253,173.30840641676983,174.84228920812907,170.98316342154135,30794770
173.29864187503344,176.20723797360017,176.21007043608859,173.27909788386336,16401063
176.2003058943522,177.1821715621135,178.37899131735105,174.17792767762208,16207730
177.18549597861306,177.77354500660314,178.04681800594622,176.63994879564652,11308840
177.7830263020907,176.3469529127657,178.1347436046656,175.15491852836382,13901899
176.36150282533777,176.8646525171619,177.1284442210174,176.00489579804602,7640386
173.13255521933104,178.6622226584955,182.1990291215986,173.03485017117794,42763774
178.6524432090618,179.0628819313308,181.23180281259326,178.437608383164,19622845
179.0531173895944,178.8137444939285,179.49276029088875,177.0502831640344,15865368
178.81863421864537,178.53520907743592,179.17035152122028,178.1347436046656,10643721
178.54507797305348,178.86748674272192,179.37552615926288,178.17381667930846,11170855
178.88898364223928,180.20986525446952,181.49559451644876,178.76978169456882,12141109
180.2060637916561,180.8410124353755,180.85077697711188,179.62953841368468,7143401
183.85013113688643,181.90592888483664,184.86620996996834,178.47668145780685,38283416
181.9352374177431,182.85311924866076,183.2248575887196,181.31972841131267,19049940
182.8633757444083,182.6435617476098,183.16624052290666,182.06244479886766,8644742
182.65684450591073,184.84666597879826,185.09091369148368,182.17948513042853,12283972
184.85644542823195,184.43633161041038,185.4230870028885,183.4300322267622,13406711
184.4541164932982,184.3386265622573,184.7098878560023,183.5765748912945,9574312
184.35817055342739,183.3517817235953,184.48518413448693,183.08807946592364,6133346
184.65127079018936,183.8304976995325,184.87597451170473,181.30996386957628,23271830
183.83060205341366,186.40007785363025,186.87880873726473,183.74267645469425,15994785
186.40985730306394,186.273079180268,187.20814958618118,185.7357312308206,11263594
186.25842491381476,184.5632408375888,186.27795399728754,184.18231935598857,10875576
184.56334519146995,185.24723580544972,185.8138922878036,184.3386265622573,8010199
185.22895896855076,185.63315136564796,185.8334362789737,184.4167876192403,6808792
185.6380261826675,185.12022222439015,185.6772036111915,184.75874038007885,4914073
185.80411283836992,189.10634668434014,189.65345917552395,185.12022222439015,28110232
189.12589067551022,186.68047673228628,189.2821084355951,186.38054877015747,15591181
186.67364900691948,187.69947747404046,187.87534357917656,186.12652160803836,9454704
187.7043671987573,188.68916968288815,188.75462938176523,186.94720525251137,8792961
188.6862477742159,188.47961218183718,188.80348190584175,188.0218862437089,6542665
188.4810731361733,188.3149864804709,188.8523344299183,187.75839269379955,6770856
188.30522193873452,189.11612613377383,189.2529042565698,187.86556412974286,6777523
187.68971293230408,188.13424555831523,190.2494241907843,187.02535140179708,25584046
188.11968073804584,186.90822162405237,188.89140750456116,185.9995229346761,15722938
186.92766126134129,183.98907087579195,187.55293480950812,183.38117970268564,15403976
183.97714471794598,184.44609615214677,185.77480430546345,183.85013113688643,10956272
184.44609615214677,184.19989553111407,184.74897583834246,182.97084533429776,10805809
184.21826181419686,184.18231935598857,184.68057932309583,183.35528503246258,8274049
184.1650264271119,183.65473594827753,184.43633161041038,183.4300322267622,5941738
179.75655199474426,180.60652926442643,182.95130134312768,179.03357339842432,27029323
180.6114189891433,180.25481196185152,181.44674199237224,179.4439077668122,13097421
180.2645765035879,178.9751501326764,181.07548069862722,178.85772220098553,9933173
178.9749563326114,180.12779838079194,180.40135462638386,178.86748674272192,8358222
180.10826929731917,178.74038371547852,180.25481196185152,178.31059480210442,8969961
178.73070861992596,178.2422131945551,179.2485125782033,177.9185372706155,8970379
178.23908257812053,179.77608107821703,179.87378612637013,178.20410912023723,7148640
181.03640762398436,181.79845929494715,182.7559061545188,179.13127844657743,23235462
181.80334901966398,180.94857147144882,182.18924967216492,179.67839093776124,11562527
180.95824656700137,181.77891530377707,181.89614943540295,180.65538178850298,8389857
181.79543303239373,181.91511202637804,182.44327683428406,181.16340629734663,7491651
181.92547287600672,182.8536112026719,183.15647598117027,181.6519017227175,8829553
182.85165829432464,183.75244099643064,183.77198498760072,182.36511577730104,7420664
183.76220553816702,184.37771454459747,184.54380120029987,183.4886492925751,7022863
184.8075929041554,190.66953800860585,191.2557235744325,184.51400071338227,31060806
190.67930255034224,189.19143982057113,190.95285879593413,187.94372518672589,16887420
189.18450774132316,191.0798723769937,191.81261551505,189.07703815143367,12888095
191.0798723769937,193.55311899109066,193.7688482788269,191.01158021562821,15179749
193.5633754868382,193.34648339871194,194.1768272310402,192.51605012019985,14018797
193.34648339871194,194.24043837545113,194.32347424945368,193.01919981202394,11762269
194.23554865073427,195.876901031983,196.2579268674644,194.23554865073427,13652658
196.0087894300621,194.52864888749627,198.49522935627618,192.85798797334107,36686761
194.54819287866636,196.59010017886925,197.05905161307004,193.4734969797715,15992329
196.5874615164458,195.88656121983826,198.27052563476082,195.00737977113076,15553038
195.88413126517713,194.82595309489895,196.6576022322774,193.55165803675453,11965426
194.81196967482455,196.2383828762943,196.48263058897976,194.18669612665772,9900287
196.22909538087177,195.48609574706794,196.73664284340157,194.5188843457599,10398016
195.48609574706794,195.3395530825356,195.61740274495205,194.73382352553884,7519851
192.589321452466,187.0144091519734,194.03038892038902,186.92766126134129,31821711
187.01069713534386,188.198915149235,189.29060582306036,186.68341354865586,14437865
188.21045370695097,185.80411283836992,188.2368254234879,184.8173574458918,13767617
185.79434829663353,186.155740694761,186.7420306144688,184.77828437124893,12139057
186.15583014094483,187.18167351576312,187.35753962089922,185.57940911685455,10804365
187.1542284450201,188.6960123159523,188.73508539059515,186.9874560352415,10080021
188.69279225333386,189.301741872949,189.4189909122722,187.72391118992738,7248757
189.8683983553029,191.65629340108399,194.85105765716472,189.52646050216168,31916156
191.6904916587073,189.594842109711,192.14478882645486,189.48737251982152,17291793
189.61428174699992,188.5885427260628,190.09213307649327,188.07073876778546,12162665
188.59830726779919,188.3833829957175,189.3115213223827,187.53339081833803,11766447
188.37360354628382,189.01842108562073,190.21855034966055,188.05119477661538,10969228
188.98911255271426,188.91095149573124,189.20405173249324,187.87534357917656,8680950
188.92071603746763,190.3958774091328,190.39598176301394,188.83768016346508,6905876
189.53622504389807,188.77906309765214,190.8746977389511,186.95696979424775,25080297
188.77906309765214,189.43851999574497,189.80001674775357,186.98627832715422,15039979
189.44829944517866,191.39739142194531,191.66605794282037,189.42885980788975,11368761
191.41204568839854,192.74564356643205,192.85798797334107,190.83562466430826,12830229
192.7407538417152,192.98989127911747,193.30741032406908,192.17409735936133,8868916
193.00454554557072,193.1120151354602,193.43442390512865,191.97870217075243,8371154
193.1120151354602,192.8384588898683,193.7568326747971,192.63328425182573,6757081
190.81608067313817,189.12119475085836,193.0240895367408,187.09374791704371,22848415
189.12589067551022,190.04426446043902,191.05056384408724,188.99887709445065,12173116
190.04426446043902,189.45806398691505,190.8844771883848,189.36037384645925,8404361
189.46782852865144,189.5069165109916,189.6130145927288,188.27600285201189,9909803
189.5069165109916,188.17820835767495,189.62415064261748,187.72878600694693,9216985
188.17820835767495,187.55293480950812,188.80348190584175,187.47672666087237,7420957
187.5724788006782,187.50408228543156,188.10981184242831,187.2989225550863,6255409
189.6053967594047,193.16086765953676,195.26139202555257,189.29197733121265,31238191
193.17063220127315,195.35909707370567,195.60334478639112,192.69190131763867,20727340
195.35879891975952,195.67172639394042,197.13721267005303,194.71427953436876,17812335
195.66342280654018,194.64588301912215,196.12114874466846,194.48957581285342,13379703
194.6654270102922,195.06110711222684,195.39817014834853,194.03038892038902,9114767
195.0726307622455,194.83170746605964,195.39817014834853,193.96199240514238,9975553
194.83151366599463,194.7631320584453,195.2955902831759,194.22606735524673,6324319
200.28312440205724,197.83918632086676,200.8693248755812,196.37516099909027,34902138
197.8308827334665,197.33260785866193,198.9086943410986,196.46308659780968,15012545
197.30329932575546,196.01786821772237,198.07513044615195,195.95506208896603,12264866
196.01367915477897,194.0401534621254,196.3360879244474,193.76668666271735,15163084
194.06946199503187,196.04786250470497,196.17976581048137,193.69820070128685,13519858
196.05041172094454,195.38527499017758,196.29699994210725,194.84127820773102,9616992
195.37862615717845,195.12461390275664,195.43724322299138,194.279511450094,6333084
195.80850451673638,198.08489498788833,198.6515514702422,193.87406680642297,30192577
198.09270662127742,200.40035853368312,200.47851959066614,197.77225075995625,20692187
200.4101379831168,198.58315495499556,200.5762246388192,198.27052563476082,12857169
198.59293440442926,198.13383695814872,199.06188583863008,197.76248621821986,9438532
198.15329150313494,197.51334878081758,199.04234184746,197.49869451436436,9291830
197.51521224298102,197.40227152817968,197.7819258555088,196.66826123585224,9589475
197.41214042379724,197.49869451436436,197.75272167648347,197.02006798461102,4898985
200.28312440205724,197.39122492447487,200.52737211474266,195.8866655737194,28276200
197.38341329108576,195.07576137868008,197.567091029611,194.91943926471404,14655480
195.06209102024914,194.9780712382243,195.80850451673638,193.88022368541095,10060500
194.9780712382243,195.9941351636089,196.2481474180307,194.91943926471404,6074078
196.00389970534528,195.45092848911963,196.4337780649032,195.23217293882996,6668995
195.44702267242508,196.24228869298886,196.6194087117757,195.38840560661214,5775801
196.24327260101117,197.1079041371466,197.53778249670452,196.12114874466846,6496202
196.823018041601,194.96633888044332,196.823018041601,193.9326838722359,15958936
194.9682917887906,196.2383828762943,196.3458524661838,194.33325369888738,17865566
196.24503170929344,197.7869199341068,198.0164984726417,195.90659716501946,11235160
197.80157420056003,199.569925255171,199.72623246143974,197.51823850553444,10961678
199.5796897969074,198.89579918292765,199.81417296785645,198.34868669174384,9969421
198.88603464119126,198.65144711636106,199.1107383627066,197.8113387422964,8269849
198.6417869285058,198.03595301762792,198.71016853605514,197.85041181693927,5299727
194.64588301912215,187.64575013294436,195.1539224356631,187.39661269554207,34943494
187.65570847474575,186.1753741321149,188.07073876778546,185.75527522199067,3394204
186.16560959037852,184.81149872084995,186.33169624608095,184.38747908633385,13071554
184.79888680892785,183.0392418495444,185.02253208393435,182.54096697473983,13521637
183.04411666656395,182.9193541477978,183.39095915211934,182.42373284311398,9215318
182.9415368013913,185.61995805353084,185.7357312308206,182.8342610115668,11744522
185.6380261826675,183.8012935205072,185.76503976372706,183.8012935205072,42833382
177.81233483499716,174.7814210800227,180.34273756057092,174.65665856125656,40668030
174.75434870171236,174.1237978286987,175.85835313351367,173.48427252190595,18864117
174.76412815114605,177.07431437209402,177.1186647715837,174.32447034215443,0
177.07959169694084,176.49330177723303,177.5876311134818,175.96142495269746,7820470
176.4836266816805,176.73716188978847,177.71454034066022,176.34684855888455,7734700
176.73763893610231,176.13190937910556,176.77144959359563,175.14515398662743,7815241
176.12214483736918,176.63994879564652,176.92326958297483,175.7411190018878,37490918
175.49266731856167,172.33630529074495,176.79627090961256,169.70330779230125,36707530
172.3216510242917,172.55611928754345,174.04114955482615,172.2239459761386,378801
172.54888905434933,174.5491889713671,174.87159774103554,172.00900679635964,8085199
174.5589535131035,175.74120844807166,175.8485885917773,173.97276794727682,6509836
175.76064808536057,173.0006519135546,175.90720565759023,172.25325450904506,9773182
173.01530618000785,173.14231976106743,174.01877310116765,172.39550375675287,7355574
173.15208430280381,172.43888515591757,173.1618637522375,172.13602037741921,33837205
170.33836078990174,171.87222867356368,175.6434139537347,169.70330779230125,33558359
171.87711839828054,173.2985375211523,175.07675747138083,171.21764659249038,17309544
173.29864187503344,172.81980663751781,173.4256405483957,171.9503897305467,11527795
172.80036700022887,174.88136228277193,174.98883187266142,172.7906024584925,8941373
174.89601654922515,175.27225701387087,175.67272248664116,174.10954607007278,11084017
175.27255516781702,174.89895336559474,175.89742620815653,174.64687911182287,9710087
174.89112682450832,174.4612633726477,175.53594436384523,174.38310231566467,6176931
177.3238394096263,174.89601654922515,178.5255339818834,173.61127119526822,25953205
174.91556054039523,171.0320159456179,175.1060660042873,170.7486951582896,18238810
171.0417953950516,172.19463744323212,172.7514250299685,170.680298643043,10327639
172.2141814344022,172.01878624579334,172.28256304195153,171.1199415443373,6612918
171.99924225462325,171.44235031400575,172.18487290149577,170.87569383165186,7025625
171.43258577226936,171.55959935332893,172.73198539267955,171.43258577226936,7754498
171.56936389506532,171.3055721912098,172.12624092798552,171.01247195444782,6098503
170.97339887980496,175.7411190018878,178.66231210467933,170.78787258681362,32669310
175.75077918974304,173.79201211742387,176.44455360703765,173.75782876749784,12522286
173.79494893379342,174.39775658211792,174.83250975869538,173.03485017117794,9774942
174.41241084857114,174.7935261302364,174.96919843530748,173.8066663838771,7810491
174.80388697986507,174.97954437723888,175.44801876512582,174.39286685740106,6280246
174.98893622654256,172.66358887743294,175.0083758638315,172.62451580279009,6814192
172.68313286860302,173.73828477632776,173.8066663838771,172.45842914708766,6912466
173.67966771051482,171.2663947626858,173.86529835738733,168.44308560041506,31864939
171.26649911656693,174.4417193814776,174.66642310299295,170.81707676583892,15417467
174.4592955566031,174.01184102191968,174.95952333975495,172.69289741033938,11641514
174.01184102191968,174.00656369707283,174.0997666206391,172.76129392558602,7815653
174.02160556365607,174.7152756270695,174.7250401688059,173.7089762434213,5513335
174.71156361043995,174.935089623868,175.30146119289617,174.40263139913745,6246539
174.94975879801856,173.39731592351154,174.96928788149134,173.2400248092205,5377583
169.06826970239803,168.39414363015464,171.99924225462325,167.75910554025145,30933107
168.40390817189103,168.73120666627634,168.98034410367862,166.67464509962022,19034874
168.74586093272958,167.86657513014092,169.17573929228752,167.43669677058298,9469837
167.85679568070722,167.79925196910042,168.09127885165628,166.91889281230564,7959884
167.81068617293525,166.25453128179868,168.0717348604862,166.19591421598574,10034444
166.24193427757388,165.6605191748856,167.10450855148085,165.39477456268278,11946926
165.668345715972,165.590184658989,166.20567875772213,165.25799643988685,8498560
163.9097592030974,162.22502542268396,167.23152213254042,161.20349037238753,34625098
162.18058557701042,159.59058187760144,163.00114995990498,159.55383440373856,18732752
159.60122597347896,158.8489388442526,160.08972139884983,158.15528368853643,19076589
158.8557814773167,158.37011851443424,159.98225180896037,158.34091433540894,11238904
158.35067887714533,158.62423512273722,159.77707717091778,157.95987359223025,10254002
158.6339996644736,157.43230509221652,158.80986576960973,156.81679608578608,14676599
157.4420696339529,158.7414692543631,158.936864442972,156.93404512510926,10201732
159.3862867937,159.17134761392103,161.38373934053203,157.40299655931005,23558989
159.19578132980797,159.83081941971116,160.37304218617814,158.62423512273722,9254816
159.80640061152155,158.10643116445988,159.89432621024096,157.617935739089,21234428
158.1044782561126,158.22962837500873,158.45814846703482,157.0610437984715,0
158.22122043372732,158.9175291595642,159.51330037475955,158.1845922214429,5853909
158.9175291595642,159.43513931777656,160.1190299317563,158.82949920696365,6725803
159.42535986834287,159.82592969499433,160.0102931875957,158.96618788357577,5018726
166.24378283203998,167.21197814137034,167.27061011488058,162.08288052885734,32756011
167.21208249525148,169.68376380113116,170.69984263421307,167.065435476838,24876880
169.67399925939478,168.83378653144896,170.09411307721632,168.51148211566166,12296519
168.82402198971258,168.84356598088266,169.72285178347133,167.99357380350318,9137977
168.86309506435543,170.1526257891481,170.19180321767212,168.0717348604862,8102949
170.15273014302926,170.14295069359557,170.22501756727314,169.23435635810046,7790200
170.14295069359557,169.93779096325028,170.39208813099785,169.34182594798992,7588624
